"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL329346";"";"0";"274.18";"0";"2.65";"4e";"NC(=S)N1CCC(=N1)c2ccc(Cl)c(Cl)c2";"IC50";"'='";"60";"nM";"7.22";"";"";"UO_0000065";"26.34";"0.62";"4.57";"17.35";"False";"CHEMBL660279";"Inhibitory activity against Trypanosoma cruzi cathepsin L-like protease (cruzain) was determined using purified recombinant protein";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1135476";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL92903";"";"0";"326.26";"0";"3.55";"5b analogue";"CC(C)\N=C(/S)\N1CCC(=N1)c2cccc(Br)c2";"IC50";"'>'";"10000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL660279";"Inhibitory activity against Trypanosoma cruzi cathepsin L-like protease (cruzain) was determined using purified recombinant protein";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1135476";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL328370";"";"0";"364.27";"0";"3.53";"5b analogue";"Brc1cccc(c1)C2=NN(CC2)C(=S)NCc3occc3";"IC50";"'>'";"10000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL660279";"Inhibitory activity against Trypanosoma cruzi cathepsin L-like protease (cruzain) was determined using purified recombinant protein";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1135476";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL91893";"";"0";"308.13";"0";"2.71";"6c analogue";"NC(=O)N\N=C\c1oc(cc1)c2ccc(Br)cc2";"IC50";"'>'";"10000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL660279";"Inhibitory activity against Trypanosoma cruzi cathepsin L-like protease (cruzain) was determined using purified recombinant protein";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1135476";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL90339";"";"0";"256.1";"0";"1.84";"6b";"C\C(=N/NC(=O)N)\c1cccc(Br)c1";"IC50";"'>'";"10000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL660279";"Inhibitory activity against Trypanosoma cruzi cathepsin L-like protease (cruzain) was determined using purified recombinant protein";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1135476";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL90197";"";"0";"239.73";"0";"1.99";"4c";"NC(=S)N1CCC(=N1)c2cccc(Cl)c2";"IC50";"'='";"270";"nM";"6.57";"";"";"UO_0000065";"27.4";"0.6";"4.58";"15.78";"False";"CHEMBL660279";"Inhibitory activity against Trypanosoma cruzi cathepsin L-like protease (cruzain) was determined using purified recombinant protein";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1135476";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL108700";"";"0";"340.29";"0";"3.94";"4c";"C\C(=N/N=C(\S)/N1CCCCC1)\c2cccc(Br)c2";"IC50";"'='";"5000";"nM";"5.3";"";"";"UO_0000065";"15.58";"0.38";"1.36";"18.96";"False";"CHEMBL664074";"Inhibition of cruzain from Trypanosoma cruzi";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1148328";"1";"Scientific Literature";"J. Med. Chem.";"2004";""
"CHEMBL421363";"";"0";"248.14";"0";"2.57";"2o";"N\C(=N\N=C\c1cc(Cl)cc(Cl)c1)\S";"IC50";"'='";"560";"nM";"6.25";"";"";"UO_0000065";"25.19";"0.61";"3.68";"12.32";"False";"CHEMBL660279";"Inhibitory activity against Trypanosoma cruzi cathepsin L-like protease (cruzain) was determined using purified recombinant protein";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1135476";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL91003";"";"0";"287.31";"0";"3.23";"4h";"CC1CN(N=C1c2cccc(c2)C(F)(F)F)C(=N)S";"IC50";"'='";"40";"nM";"7.4";"";"";"UO_0000065";"25.75";"0.53";"4.17";"18.75";"False";"CHEMBL660279";"Inhibitory activity against Trypanosoma cruzi cathepsin L-like protease (cruzain) was determined using purified recombinant protein";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1135476";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL242103";"";"0";"225.27";"0";"0.57";"1j";"COc1ccc(\C=N\NC(=S)N)cc1O";"IC50";"'>'";"10000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL660279";"Inhibitory activity against Trypanosoma cruzi cathepsin L-like protease (cruzain) was determined using purified recombinant protein";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1135476";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL92376";"";"0";"275.3";"0";"3.06";"2b";"CC\C(=N/N=C(/N)\S)\c1cccc(c1)C(F)(F)F";"IC50";"'='";"50";"nM";"7.3";"";"";"UO_0000065";"26.52";"0.55";"4.24";"14.39";"False";"CHEMBL660279";"Inhibitory activity against Trypanosoma cruzi cathepsin L-like protease (cruzain) was determined using purified recombinant protein";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1135476";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL91347";"";"0";"368.34";"0";"4.73";"5f";"CCCCCC\N=C(/S)\N1CCC(=N1)c2cccc(Br)c2";"IC50";"'='";"1400";"nM";"5.85";"";"";"UO_0000065";"15.89";"0.38";"1.12";"20.94";"False";"CHEMBL660279";"Inhibitory activity against Trypanosoma cruzi cathepsin L-like protease (cruzain) was determined using purified recombinant protein";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1135476";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL607169";"";"0";"503.64";"1";"3.82";"34";"CC(C)C[C@H](NC(=O)c1ccc(cc1)C(C)(C)C)C(=O)N2CC[C@@H]3[C@H]2C(=O)CN3C(=O)c4ccccc4";"Ki";"'='";"173";"nM";"6.76";"";"";"UO_0000065";"13.43";"0.25";"2.94";"7.79";"False";"CHEMBL829645";"Binding affinity against cruzaine";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1141996";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2005";""
"CHEMBL419727";"";"0";"499.57";"0";"3.01";"Table 2";"O=C(N[C@@H](Cc1ccccc1)C(=O)NC2CC(=O)N(Cc3ccccc3)CC2=O)OCc4ccccc4";"Ki";"'='";"202";"nM";"6.7";"";"";"UO_0000065";"13.4";"0.25";"3.68";"6.39";"False";"CHEMBL767337";"Affinity for cysteine protease (Cruzipain) of Chagas' disease";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1134918";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";""
"CHEMBL316864";"";"0";"527.62";"1";"3.44";"Table 2";"O=C(N[C@@H](Cc1ccccc1)C(=O)NC2CC(=O)N(CCCc3ccccc3)CC2=O)OCc4ccccc4";"Ki";"'='";"16.3";"nM";"7.79";"";"";"UO_0000065";"14.76";"0.27";"4.35";"7.43";"False";"CHEMBL767337";"Affinity for cysteine protease (Cruzipain) of Chagas' disease";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1134918";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";""
"CHEMBL213789";"";"0";"223.3";"0";"1.34";"7";"CC\C(=N/NC(=S)N)\c1cccc(O)c1";"IC50";"'>'";"33000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL867357";"Inhibition of Trypanosoma cruzi recombinant cruzain";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1145324";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";""
"CHEMBL212845";"";"0";"205.29";"0";"1.17";"49";"NC(=S)N\N=C\1/CCc2ccccc12";"IC50";"'>'";"17000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL867357";"Inhibition of Trypanosoma cruzi recombinant cruzain";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1145324";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";""
"CHEMBL212612";"";"0";"326.26";"0";"3.3";"47";"NC(=S)N\N=C/1\CCCC(C1)c2ccc(Br)cc2";"IC50";"'>'";"7000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL867357";"Inhibition of Trypanosoma cruzi recombinant cruzain";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1145324";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";""
"CHEMBL40503";"";"0";"360.24";"0";"3.82";"120";"Brc1csc(\C=N\NC(=O)c2cnc3ccccc3c2)c1";"IC50";"'='";"33113112148259.1";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"False";"CHEMBL664073";"Inhibition of cruzain, the major cysteine protease from Trypanosoma cruzi";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1135945";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";""
"CHEMBL91640";"";"0";"273.28";"0";"2.98";"4g";"FC(F)(F)c1cccc(c1)C2=NN(CC2)C(=N)S";"IC50";"'='";"80";"nM";"7.1";"";"";"UO_0000065";"25.97";"0.54";"4.12";"17.99";"False";"CHEMBL660279";"Inhibitory activity against Trypanosoma cruzi cathepsin L-like protease (cruzain) was determined using purified recombinant protein";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1135476";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL88354";"";"0";"259.23";"0";"2.49";"6a analogue";"CC\C(=N/NC(=O)N)\c1cccc(c1)C(F)(F)F";"IC50";"'>'";"10000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL660279";"Inhibitory activity against Trypanosoma cruzi cathepsin L-like protease (cruzain) was determined using purified recombinant protein";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1135476";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL109893";"";"0";"285.37";"0";"3.45";"2e";"C\C(=N/N=C(/N)\S)\c1ccc(Oc2ccccc2)cc1";"IC50";"'='";"10000";"nM";"5";"";"";"UO_0000065";"17.52";"0.34";"1.55";"8.34";"False";"CHEMBL664074";"Inhibition of cruzain from Trypanosoma cruzi";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1148328";"1";"Scientific Literature";"J. Med. Chem.";"2004";""
"CHEMBL254066";"";"0";"634.72";"2";"6.46";"7b";"Cc1cccc(C[C@H](NC(=O)c2ccc(cc2)C(F)(F)F)C(=O)N[C@@H](CCc3ccccc3)\C=C\S(=O)(=O)c4ccccc4)c1";"Ki";"'='";"92";"nM";"7.04";"";"";"UO_0000065";"11.09";"0.21";"0.58";"7.62";"False";"CHEMBL928879";"Inhibition of Trypanosoma cruzi cruzain";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1140801";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";""
"CHEMBL555141";"";"0";"363.2";"0";"3.56";"15, SMDC-256195";"Nc1ccccc1c2oc(nn2)C(=O)NCc3c(Cl)cccc3Cl";"IC50";"'='";"8000";"nM";"5.1";"";"";"UO_0000065";"14.03";"0.29";"1.54";"5.42";"False";"CHEMBL1062131";"Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.001% Triton X-100";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1151964";"1";"Scientific Literature";"J. Med. Chem.";"2009";""
"CHEMBL347459";"";"0";"609.79";"2";"5.97";"16d";"O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCc2ccccc2)C(=O)CSCCCc3ccccc3)OCc4cccnc4";"Ki";"'='";"5.4";"nM";"8.27";"";"";"UO_0000065";"13.56";"0.26";"2.3";"8.49";"False";"CHEMBL664070";"Inhibitory activity against cruzain, the major cysteine protease found in Trypanosoma cruzi";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1135707";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL158806";"";"0";"533.69";"1";"4.75";"16i";"CC(C)(C)SCC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc3cccnc3";"Ki";"'='";"4.6";"nM";"8.34";"";"";"UO_0000065";"15.62";"0.3";"3.59";"8.56";"False";"CHEMBL664070";"Inhibitory activity against cruzain, the major cysteine protease found in Trypanosoma cruzi";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1135707";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL348117";"";"0";"588.81";"2";"6.77";"10k";"CC(C)(C)CC(C)(C)SCC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc3ccccc3";"Ki";"'='";"10.4";"nM";"7.98";"";"";"UO_0000065";"13.56";"0.26";"1.21";"9.45";"True";"CHEMBL664070";"Inhibitory activity against cruzain, the major cysteine protease found in Trypanosoma cruzi";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1135707";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL158815";"";"0";"577.7";"1";"3.9";"16a";"CCOC(=O)CCSCC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc3ccccn3";"Ki";"'='";"30.4";"nM";"7.52";"";"";"UO_0000065";"13.01";"0.25";"3.62";"6.08";"False";"CHEMBL664070";"Inhibitory activity against cruzain, the major cysteine protease found in Trypanosoma cruzi";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1135707";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL333067";"";"0";"306.15";"0";"3.72";"3i";"Clc1ccc(CN2C(=O)C(=O)c3cc(Cl)ccc23)cc1";"IC50";"'='";"6000";"nM";"5.22";"";"";"UO_0000065";"17.06";"0.36";"1.5";"13.97";"False";"CHEMBL812106";"Inhibitory activity against the Trypanosoma cruzi cysteine protease cruzain";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1145878";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";""
"CHEMBL419727";"";"0";"499.57";"0";"3.01";"4g";"O=C(N[C@@H](Cc1ccccc1)C(=O)NC2CC(=O)N(Cc3ccccc3)CC2=O)OCc4ccccc4";"Ki";"'='";"202";"nM";"6.7";"";"";"UO_0000065";"13.4";"0.25";"3.68";"6.39";"False";"CHEMBL767337";"Affinity for cysteine protease (Cruzipain) of Chagas' disease";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1134918";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";""
"CHEMBL161739";"";"0";"542.7";"1";"4.31";"11a";"CCOC(=O)CCSCC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)OCc2ccccc2";"Ki";"'='";"8";"nM";"8.1";"";"";"UO_0000065";"14.92";"0.29";"3.79";"7.31";"True";"CHEMBL664070";"Inhibitory activity against cruzain, the major cysteine protease found in Trypanosoma cruzi";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1135707";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL563815";"";"0";"284.28";"0";"1.3";"SMDC-281565";"Cn1nccc1NC(=O)c2oc(nn2)c3ccccc3N";"IC50";"'>'";"100000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1062128";"Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.01% Triton X-100";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1151964";"1";"Scientific Literature";"J. Med. Chem.";"2009";""
"CHEMBL549410";"";"0";"284.28";"0";"1.3";"26, SMDC-281562";"Cn1ccc(NC(=O)c2oc(nn2)c3ccccc3N)n1";"IC50";"'>'";"100000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1062128";"Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.01% Triton X-100";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1151964";"1";"Scientific Literature";"J. Med. Chem.";"2009";""
"CHEMBL552098";"";"0";"329.36";"0";"1.06";"19, SMDC-256115";"Nc1ccccc1c2oc(nn2)C(=O)NCCCN3CCCC3=O";"IC50";"'>'";"100000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1062128";"Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.01% Triton X-100";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1151964";"1";"Scientific Literature";"J. Med. Chem.";"2009";""
"CHEMBL556464";"";"0";"315.38";"0";"1.53";"18, SMDC-256112";"CCN1CCC[C@H]1CNC(=O)c2oc(nn2)c3ccccc3N";"IC50";"'>'";"100000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1062128";"Inhibition of Trypanosoma cruzi cruzain preincubated for 5 mins before substrate addition in presence of 0.01% Triton X-100";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1151964";"1";"Scientific Literature";"J. Med. Chem.";"2009";""
"CHEMBL119213";"";"0";"254.7";"0";"2.85";"2d";"NC(=S)\N=N\c1c(O)[nH]c2ccc(Cl)cc12";"IC50";"'='";"21000";"nM";"4.68";"";"";"UO_0000065";"18.37";"0.4";"1.83";"5.39";"False";"CHEMBL812106";"Inhibitory activity against the Trypanosoma cruzi cysteine protease cruzain";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1145878";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";""
"CHEMBL118210";"";"0";"248.31";"0";"3.44";"2h";"Cc1cc(C)c2[nH]c(O)c(\N=N\C(=N)S)c2c1";"IC50";"'='";"16000";"nM";"4.8";"";"";"UO_0000065";"19.31";"0.39";"1.36";"5.67";"False";"CHEMBL812106";"Inhibitory activity against the Trypanosoma cruzi cysteine protease cruzain";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1145878";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";""
"CHEMBL452863";"";"0";"497.66";"0";"4.04";"4";"CC(C)C[C@@H]1N[C@H](CCCC[C@H](NC1=O)\C=C\S(=O)(=O)c2ccccc2)C(=O)Nc3ccccc3";"IC50";"'>'";"10000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL961600";"Inhibition of Trypanosoma cruzi recombinant cruzain by fluorescence technique";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1151778";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";""
"CHEMBL346190";"";"0";"622.83";"2";"7.05";"10i";"CC(C)(C)c1ccc(CSCC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc3ccccc3)NC(=O)OCc4ccccc4)cc1";"Ki";"'='";"22";"nM";"7.66";"";"";"UO_0000065";"12.29";"0.23";"0.61";"9.06";"True";"CHEMBL664070";"Inhibitory activity against cruzain, the major cysteine protease found in Trypanosoma cruzi";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1135707";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL323975";"";"0";"269.37";"0";"3.32";"1c";"C\C(=N/N=C(/N)\S)\c1ccc(cc1)c2ccccc2";"IC50";"'='";"5000";"nM";"5.3";"";"";"UO_0000065";"19.68";"0.38";"1.98";"10.45";"False";"CHEMBL664074";"Inhibition of cruzain from Trypanosoma cruzi";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1148328";"1";"Scientific Literature";"J. Med. Chem.";"2004";""
"CHEMBL118210";"";"0";"248.31";"0";"3.44";"2h";"Cc1cc(C)c2[nH]c(O)c(\N=N\C(=N)S)c2c1";"IC50";"'='";"15000";"nM";"4.82";"";"";"UO_0000065";"19.43";"0.39";"1.38";"5.7";"False";"CHEMBL805131";"Inhibitory activity against Trypanosoma brucei rhodesiense cysteine protease rhodesain";"B";"BAO_0000357";"single protein format";"Trypanosoma brucei rhodesiense";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1145878";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2003";""
"CHEMBL321988";"";"0";"566.72";"2";"5.75";"Table 2";"O=C(N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc2ccccc2)C(=O)CSCc3ccccc3)OCc4ccccc4";"Ki";"'='";"44";"nM";"7.36";"";"";"UO_0000065";"12.98";"0.25";"1.61";"8.71";"True";"CHEMBL767337";"Affinity for cysteine protease (Cruzipain) of Chagas' disease";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1134918";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2002";""
"CHEMBL94235";"";"0";"308.39";"0";"1.3";"1g";"N\C(=N\N=C\c1cccn1S(=O)(=O)c2ccccc2)\S";"IC50";"'='";"2800";"nM";"5.55";"";"";"UO_0000065";"18.01";"0.38";"4.25";"6.18";"False";"CHEMBL660279";"Inhibitory activity against Trypanosoma cruzi cathepsin L-like protease (cruzain) was determined using purified recombinant protein";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1135476";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
"CHEMBL352896";"";"0";"561.7";"1";"3.69";"10d";"CC(=O)NCCSCC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc2ccccc2)NC(=O)OCc3ccccc3";"Ki";"'='";"34.3";"nM";"7.46";"";"";"UO_0000065";"13.29";"0.25";"3.77";"6.57";"True";"CHEMBL664070";"Inhibitory activity against cruzain, the major cysteine protease found in Trypanosoma cruzi";"B";"BAO_0000357";"single protein format";"Trypanosoma cruzi";"";"";"";"";"CHEMBL3563";"Cruzipain";"Trypanosoma cruzi";"SINGLE PROTEIN";"CHEMBL1135707";"1";"Scientific Literature";"J. Med. Chem.";"2002";""
