"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL336591";"";"0";"452.58";"0";"3.46";"21";"CCC(C)[C@H](NS(=O)(=O)c1cccc2ccccc12)C(=O)N[C@@H](Cc3ccccc3)C=O";"IC50";"'='";"0.95";"nM";"9.02";"";"";"UO_0000065";"19.94";"0.39";"5.56";"9.77";"False";"CHEMBL660643";"Inhibition of human cathepsin L.";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131158";"1";"Scientific Literature";"J. Med. Chem.";"1998";""
"CHEMBL1503953";"";"0";"315.16";"0";"2.67";"SID4255810";"Nc1nncn1C(=O)CCCOc2ccc(Cl)cc2Cl";"IC50";"'>'";"59642";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"False";"CHEMBL1614088";"PUBCHEM_BIOASSAY: QFRET-based counterscreen for inhibitors of PFM18AAP: biochemical high throughput dose response assay for inhibitors of the Cathepsin L proteinase (CTSL1). (Class of assay: confirmatory) [Related pubchem assays: 2178 (Confirmation screen (PFM18AAP inhibitors).), 1855 (Summary AID.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";""
"CHEMBL1270269";"";"0";"391.4";"0";"2.82";"23";"CC(C)(NCCCc1cc(nc(n1)C#N)c2cccc(c2)C(F)(F)F)C(=O)N";"IC50";"'='";"10000";"nM";"5";"";"";"UO_0000065";"12.77";"0.24";"2.18";"4.78";"False";"CHEMBL1275135";"Inhibition of human recombinant cathepsin L";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1268809";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL1288527";"";"0";"591.6";"2";"6.6";"14";"CC(C)(F)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)[C@@H](O)C(F)F)C(F)(F)F)C(=O)N[C@@H](Cc3ccccc3)C#N";"IC50";"'='";"1086";"nM";"5.96";"";"";"UO_0000065";"10.08";"0.19";"-0.64";"7";"False";"CHEMBL1290879";"Inhibition of human Cat L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1287737";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL1290303";"";"0";"555.62";"1";"4.98";"22";"CS(=O)(=O)c1ccc(cc1)c2ccc(cc2)[C@H](N[C@@H](C3CC3)C(=O)N[C@@H](Cc4ccccc4)C#N)C(F)(F)F";"IC50";"'='";"751";"nM";"6.12";"";"";"UO_0000065";"11.02";"0.21";"1.14";"6.18";"False";"CHEMBL1290879";"Inhibition of human Cat L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1287737";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL1289305";"";"0";"402.76";"0";"2.8";"22";"CCC(NC(=O)c1cccc(c1Cl)C(F)(F)F)C(=O)C(=O)Nc2cc[nH]n2";"IC50";"'='";"891";"nM";"6.05";"";"";"UO_0000065";"15.02";"0.31";"3.25";"5.82";"False";"CHEMBL1292095";"Inhibition of human cathepsin L by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1287709";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL1289856";"";"0";"443.81";"0";"2.77";"31";"CNC(=O)C(=O)C(C)NC(=O)c1ccc(OCc2ccccn2)c(c1Cl)C(F)(F)F";"IC50";"'>'";"10000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1292095";"Inhibition of human cathepsin L by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1287709";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2010";""
"CHEMBL3649406";"";"0";"732.61";"1";"4.54";"BDBM122515";"CC[C@H](NC(=O)[C@@H]1C[C@H](CN1C(=O)C2(CC2)c3ccc(Cl)cc3)S(=O)(=O)c4ccc(O[C@@H](C)C(F)(F)F)cc4Cl)C(=O)C(=O)NC5CC5";"IC50";"'='";"74.9";"nM";"7.13";"";"251179";"UO_0000065";"9.73";"0.2";"2.59";"5.13";"False";"CHEMBL3707637";"Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide. Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM. Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L. Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin. DTT=dithiothreitol. Final volume: 100 μL. Excitation 360 nm, Emission 465 nm.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638694";"37";"BindingDB Database";"";"2014";""
"CHEMBL482168";"";"0";"479.6";"0";"1.53";"15";"CC[C@@H]1OCC(=O)[C@H]1NC(=O)[C@H](CC2(C)CCCC2)NC(=O)c3cccc(c3)S(=O)(=O)NC";"Ki";"'='";"15000";"nM";"4.82";"";"";"UO_0000065";"10.06";"0.2";"3.29";"3.69";"False";"CHEMBL1030545";"Inhibition of human cathepsin L by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1143346";"1";"Scientific Literature";"Bioorg. Med. Chem.";"2009";""
"CHEMBL3648401";"";"0";"418.92";"0";"2.4";"BDBM103354";"C[C@@H]1CC[C@H](CC1)[C@H](NC(=O)c2ccccc2)C(=O)N3C[C@H](Cl)[C@H]4OCC(=O)[C@@H]34";"Ki";"'='";"1400";"nM";"5.85";"";"221196";"UO_0000065";"13.97";"0.28";"3.45";"7.73";"False";"CHEMBL3707971";"In Vitro Inhibition Assay: In vitro inhibition assay using cathepsin.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638812";"37";"BindingDB Database";"";"2013";""
"CHEMBL3671344";"";"0";"628.88";"1";"2.58";"BDBM130430";"Fc1ccc(c(Cl)c1)S(=O)(=O)[C@@H]2C[C@H](N(C2)C(=O)C3(CCN3)c4ncc(Br)cc4F)C(=O)NC5(CC5)C#N";"IC50";"'='";"621";"nM";"6.21";"";"262251";"UO_0000065";"9.87";"0.22";"3.63";"4.69";"False";"CHEMBL3705957";"Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide.Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM.Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L.Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin.DTT=dithiothreitol.Final volume: 100 μL.Excitation 360 nm, Emission 465 nm.Enzyme is added to the substance dilutions in 96-well microtitre plates and the reaction is started with substrate. Fluorescence emission is measured over 20 minutes, during which time a linear increase is observed in the absence of inhibitor.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638976";"37";"BindingDB Database";"";"2014";""
"CHEMBL119285";"";"0";"581.71";"1";"3.43";"14";"CC(C)C[C@@H](CN1CC(NC(=O)[C@H](CC(C)C)NC(=O)OCc2ccncc2)C(=O)C1)NC(=O)OCc3ccccc3";"Ki";"'='";"120";"nM";"6.92";"";"";"UO_0000065";"11.9";"0.23";"3.49";"4.98";"False";"CHEMBL660656";"Inhibition of cathepsin L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131584";"1";"Scientific Literature";"J. Med. Chem.";"1998";""
"CHEMBL2376012";"";"0";"296.38";"0";"2.02";"28";"NC(=S)N\N=C\1/CCCSc2ccc(cc12)[N+](=O)[O-]";"IC50";"'='";"658";"nM";"6.18";"";"";"UO_0000065";"20.86";"0.44";"4.16";"6.61";"False";"CHEMBL2378147";"Inhibition of human liver Cathepsin L using Z-Phe-Arg-aminomethylcoumarin as substrate incubated for 5 mins prior to substrate addition measured for 5 mins by fluorometric analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2375278";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";""
"CHEMBL2376019";"";"0";"299.2";"0";"1.8";"48";"NC(=S)N\N=C\1/CCNc2ccc(Br)cc12";"IC50";"'='";"164";"nM";"6.79";"";"";"UO_0000065";"22.68";"0.58";"4.99";"10.87";"False";"CHEMBL2378147";"Inhibition of human liver Cathepsin L using Z-Phe-Arg-aminomethylcoumarin as substrate incubated for 5 mins prior to substrate addition measured for 5 mins by fluorometric analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2375278";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";""
"CHEMBL2376001";"";"0";"262.34";"0";"0.98";"55";"CC(=O)N1CC\C(=N/NC(=S)N)\c2ccccc12";"IC50";"'>'";"10000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2378147";"Inhibition of human liver Cathepsin L using Z-Phe-Arg-aminomethylcoumarin as substrate incubated for 5 mins prior to substrate addition measured for 5 mins by fluorometric analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2375278";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";""
"CHEMBL1669275";"";"0";"443.47";"0";"4.64";"5a";"CN1CCC(CCOc2ccc(cc2C(F)(F)F)c3cc4c(ncn4C)c(n3)C#N)CC1";"IC50";"'>'";"10000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1670801";"Inhibition of human cathepsin L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1667802";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";""
"CHEMBL1669280";"";"0";"525.54";"1";"4.9";"5f";"Cc1noc(CN2CCC(CCOc3ccc(cc3C(F)(F)F)c4cc5c(ncn5C)c(n4)C#N)CC2)n1";"IC50";"'>'";"10000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL1670801";"Inhibition of human cathepsin L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1667802";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2011";""
"CHEMBL2376008";"";"0";"298.35";"0";"0.64";"19";"NC(=S)N\N=C\1/CC[S+]([O-])c2ccc(cc12)[N+](=O)[O-]";"IC50";"'='";"1740";"nM";"5.76";"";"";"UO_0000065";"19.3";"0.41";"5.12";"5.21";"False";"CHEMBL2378147";"Inhibition of human liver Cathepsin L using Z-Phe-Arg-aminomethylcoumarin as substrate incubated for 5 mins prior to substrate addition measured for 5 mins by fluorometric analysis";"B";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2375278";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2013";""
"CHEMBL1651352";"";"0";"372.47";"0";"3.04";"7";"CN(C#N)N(C)C(=O)[C@H](CC1CCCCC1)NC(=O)OCc2ccccc2";"Ki";"'='";"0.4";"nM";"9.4";"";"";"UO_0000065";"25.23";"0.48";"6.36";"10.97";"False";"CHEMBL1655225";"Inhibition of human recombinant cathepsin L after 30 mins by spectrophotometric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1649088";"1";"Scientific Literature";"J. Med. Chem.";"2011";""
"CHEMBL1534622";"";"0";"288.16";"0";"2.53";"SID26731732";"Clc1ccc(Cl)c(NC(=S)Nn2cnnc2)c1";"IC50";"'>'";"59642";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"False";"CHEMBL1614088";"PUBCHEM_BIOASSAY: QFRET-based counterscreen for inhibitors of PFM18AAP: biochemical high throughput dose response assay for inhibitors of the Cathepsin L proteinase (CTSL1). (Class of assay: confirmatory) [Related pubchem assays: 2178 (Confirmation screen (PFM18AAP inhibitors).), 1855 (Summary AID.)]";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";""
"CHEMBL3218779";"";"0";"434.54";"1";"5.53";"2";"COc1ccc(cc1)C(=O)Nc2ccc3nc(SCC(=O)c4ccccc4)sc3c2";"IC50";"'='";"31630";"nM";"4.5";"";"";"UO_0000065";"10.36";"0.2";"-1.03";"6.59";"False";"CHEMBL3223058";"Inhibition of human cathepsin L1";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3217636";"1";"Scientific Literature";"MedChemComm";"2011";""
"CHEMBL1651354";"";"0";"331.42";"0";"1.69";"9";"CC(C)C[C@H](NC(=O)NCc1ccccc1)C(=O)N(C)N(C)C#N";"Ki";"'='";"0.39";"nM";"9.41";"";"";"UO_0000065";"28.39";"0.54";"7.72";"10.64";"False";"CHEMBL1655225";"Inhibition of human recombinant cathepsin L after 30 mins by spectrophotometric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1649088";"1";"Scientific Literature";"J. Med. Chem.";"2011";""
"CHEMBL1651357";"";"0";"481.58";"0";"3.47";"12";"CC(C)C[C@H](NC(=O)NCc1ccc(cc1)c2noc(n2)c3cccs3)C(=O)N(C)N(C)C#N";"Ki";"'='";"1.1";"nM";"8.96";"";"";"UO_0000065";"18.6";"0.36";"5.49";"7.03";"False";"CHEMBL1655225";"Inhibition of human recombinant cathepsin L after 30 mins by spectrophotometric assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1649088";"1";"Scientific Literature";"J. Med. Chem.";"2011";""
"CHEMBL1790995";"";"0";"450.61";"0";"3.88";"8";"CC[C@@H](C)[C@H](\N=C(/S)\NCc1ccccc1)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C=O";"IC50";"'='";"2.2";"nM";"8.66";"";"";"UO_0000065";"19.21";"0.37";"4.78";"10.03";"False";"CHEMBL660643";"Inhibition of human cathepsin L.";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1131158";"1";"Scientific Literature";"J. Med. Chem.";"1998";""
"CHEMBL252158";"";"0";"320.4";"0";"3.67";"3{4,12}";"CCCCn1cnc2c(NC(C)c3ccccc3)nc(nc12)C#N";"IC50";"'='";"9400";"nM";"5.03";"";"";"UO_0000065";"15.69";"0.29";"1.36";"6.33";"False";"CHEMBL926730";"Inhibition of human liver cathepsin L";"B";"BAO_0000019";"assay format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1140721";"1";"Scientific Literature";"J. Med. Chem.";"2008";""
"CHEMBL2153163";"";"0";"357.46";"0";"0.56";"(+/-)-8";"CC(C)CS(=O)(=O)CC(NC(=O)c1cccs1)C(=O)NCC#N";"Ki";"'>'";"40000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2157496";"Inhibition of human cathepsin L using Z-Phe-Arg-pNA as substrate after 10 mins by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2150851";"1";"Scientific Literature";"J. Med. Chem.";"2012";""
"CHEMBL2153164";"";"0";"433.56";"0";"2.22";"(+/-)-9";"CC(C)CS(=O)(=O)CC(NC(=O)c1ccc(s1)c2ccccc2)C(=O)NCC#N";"Ki";"'>'";"4000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2157496";"Inhibition of human cathepsin L using Z-Phe-Arg-pNA as substrate after 10 mins by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2150851";"1";"Scientific Literature";"J. Med. Chem.";"2012";""
"CHEMBL2153166";"";"0";"439.58";"0";"2.29";"(+/-)-11";"CC(C)CS(=O)(=O)CC(NC(=O)c1ccc(s1)c2ccsc2)C(=O)NCC#N";"Ki";"'>'";"4000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2157496";"Inhibition of human cathepsin L using Z-Phe-Arg-pNA as substrate after 10 mins by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2150851";"1";"Scientific Literature";"J. Med. Chem.";"2012";""
"CHEMBL2153170";"";"0";"407.52";"0";"1.71";"(+/-)-15";"CC(C)CS(=O)(=O)CC(NC(=O)c1cc2ccccc2s1)C(=O)NCC#N";"Ki";"'>'";"4000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2157496";"Inhibition of human cathepsin L using Z-Phe-Arg-pNA as substrate after 10 mins by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2150851";"1";"Scientific Literature";"J. Med. Chem.";"2012";""
"CHEMBL426308";"";"0";"476.62";"1";"5.59";"2ai";"CCCC[C@H](NC(=O)OC1(Cc2ccccc2)CCCC1)\C=N\NC(=O)N3CCc4ccccc34";"IC50";"'='";"3400";"nM";"5.47";"";"";"UO_0000065";"11.47";"0.21";"-0.12";"6.59";"False";"CHEMBL868302";"Inhibition of recombinant human cathepsin L in a fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138109";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";""
"CHEMBL113948";"";"0";"305.42";"0";"3.74";"1c";"CCCC[C@H](NC(=O)O[C@H](Cc1ccccc1)C(C)C)C=O";"IC50";"'='";"12";"nM";"7.92";"";"";"UO_0000065";"25.93";"0.49";"4.18";"14.3";"False";"CHEMBL868302";"Inhibition of recombinant human cathepsin L in a fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138109";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";""
"CHEMBL261438";"";"0";"338.26";"0";"3.89";"3d";"Cc1ccc(cc1)\C(=N/NC(=S)N)\c2cc(Cl)cc(Cl)c2";"IC50";"'='";"11";"nM";"7.96";"";"";"UO_0000065";"23.53";"0.52";"4.07";"15.79";"False";"CHEMBL929237";"Inhibition of human cathepsin L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145618";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";""
"CHEMBL2207562";"";"0";"413.59";"1";"5.07";"8";"CCCC[C@H](C#N)n1cc(nn1)[C@@](C)(NC(=O)c2ccsc2)[C@@H]3CC[C@@H](C)CC3";"IC50";"'='";"600";"nM";"6.22";"";"";"UO_0000065";"15.04";"0.29";"1.15";"7.44";"False";"CHEMBL2213245";"Inhibition of cathepsin L using FR-aminoluciferin as substrate preincubated for 15 mins before substrate addition measured after 1 hr by luminescence assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203003";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";""
"CHEMBL2207561";"";"0";"413.59";"1";"5.07";"6";"CCCC[C@@H](C#N)n1cc(nn1)[C@@](C)(NC(=O)c2ccsc2)[C@@H]3CC[C@@H](C)CC3";"IC50";"'>'";"20000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL2213245";"Inhibition of cathepsin L using FR-aminoluciferin as substrate preincubated for 15 mins before substrate addition measured after 1 hr by luminescence assay";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2203003";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2012";""
"CHEMBL206912";"";"0";"481.54";"0";"4";"24";"CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2cccc(c2)S(=O)(=O)C)C(F)(F)F)C(=O)NCC#N";"IC50";"'='";"1480";"nM";"5.83";"";"";"UO_0000065";"12.11";"0.24";"1.83";"5.89";"False";"CHEMBL864422";"Inhibition of Cathepsin L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146103";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";""
"CHEMBL207554";"";"0";"482.53";"0";"3.25";"23";"CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N)C(F)(F)F)C(=O)NCC#N";"IC50";"'='";"470";"nM";"6.33";"";"";"UO_0000065";"13.11";"0.26";"3.08";"5.06";"False";"CHEMBL864422";"Inhibition of Cathepsin L";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146103";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2006";""
"CHEMBL239786";"";"0";"513.6";"1";"4.73";"10";"CC[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC2CCCCC2)CC(=O)N3CCOCC3";"Ki";"'='";"267";"nM";"6.57";"";"";"UO_0000065";"12.8";"0.25";"1.84";"8.23";"False";"CHEMBL906353";"Inhibition of cathepsin L";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139902";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2007";""
"CHEMBL171403";"";"0";"556.75";"2";"6.16";"7";"CC(C)[C@@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CCc2ccccc2)CNc3ccc(cc3)N4CCCCC4";"Ki";"'='";"1";"nM";"9";"";"";"UO_0000065";"16.17";"0.3";"2.84";"10.88";"False";"CHEMBL660654";"Inhibitory activity against recombinant human cathepsin L";"B";"BAO_0000357";"single protein format";"";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146716";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2004";""
"CHEMBL261511";"";"0";"359.48";"0";"3.22";"3";"CC(C)(C)CNc1nc(ncc1C#CCN2CCc3ccccc3C2)C#N";"IC50";"'='";"150";"nM";"6.82";"";"";"UO_0000065";"18.98";"0.35";"3.6";"10.52";"False";"CHEMBL933740";"Inhibition of human recombinant cathepsin L by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144798";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";""
"CHEMBL261516";"";"0";"416.57";"0";"3";"11";"CN1CCN(CC#Cc2ccc(CN(CC(C)(C)C)c3ccnc(n3)C#N)cc2)CC1";"IC50";"'>'";"1000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL933740";"Inhibition of human recombinant cathepsin L by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144798";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";""
"CHEMBL429147";"";"0";"453.01";"0";"1.73";"7";"CC(C)(C)CNc1nc(ncc1C#CCN2CCN(CC2)S(=O)(=O)CCCCl)C#N";"IC50";"'>'";"1000";"nM";"";"";"";"UO_0000065";"";"";"";"";"False";"CHEMBL933740";"Inhibition of human recombinant cathepsin L by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"";"";"";"";"CHEMBL3837";"Cathepsin L";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144798";"1";"Scientific Literature";"Bioorg. Med. Chem. Lett.";"2008";""
